Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),41.75,53.51,50.95
Gasoline (RON95),39.12,53.25,47.96
Gasoline (RON91),38.13,51.51,46.2
Diesel,27.78,37.52,33.69
Diesel Plus,32.15,38.17,36.47
Kerosene,34.19,46.75,#N/A
