Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),45.25,55.0,#N/A
Gasoline (RON95),42.47,54.21,51.07
Gasoline (RON91),41.97,53.16,49.81
Diesel,34.1,41.92,37.6
Diesel Plus,36.5,42.42,40.58
Kerosene,39.78,50.8,#N/A
