Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),46.75,55.65,52.2
Gasoline (RON95),42.4,54.66,52.36
Gasoline (RON91),41.9,53.52,50.55
Diesel,36.1,42.96,40.12
Diesel Plus,38.6,45.36,42.73
Kerosene,42.12,50.9,#N/A
