Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),50.75,60.27,54.95
Gasoline (RON95),45.6,58.06,53.9
Gasoline (RON91),44.86,58.35,51.87
Diesel,39.8,48.12,42.94
Diesel Plus,42.7,48.15,44.85
Kerosene,46.57,54.3,#N/A
