Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),41.95,54.71,52.16
Gasoline (RON95),34.4,54.15,48.29
Gasoline (RON91),32.9,52.71,47.71
Diesel,27.6,39.77,35.3
Diesel Plus,34.4,40.26,38.2
Kerosene,35.04,47.9,#N/A
