Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),33.75,43.23,42.61
Gasoline (RON95),30.97,43.06,40.15
Gasoline (RON91),30.47,42.21,39.17
Diesel,23.1,31.08,28.61
Diesel Plus,27.43,35.18,31.47
Kerosene,25.23,37.5,#N/A
