Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),43.55,55.02,50.84
Gasoline (RON95),40.7,53.21,50.84
Gasoline (RON91),39.7,51.96,49.82
Diesel,30.0,40.53,37.34
Diesel Plus,35.05,42.53,40.4
Kerosene,34.24,46.8,#N/A
