Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),34.5,43.98,43.36
Gasoline (RON95),31.72,43.81,42.22
Gasoline (RON91),31.22,42.76,39.92
Diesel,26.05,34.03,31.13
Diesel Plus,30.38,38.13,31.93
Kerosene,27.98,40.0,#N/A
