Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),48.75,57.25,53.8
Gasoline (RON95),44.0,56.89,52.99
Gasoline (RON91),43.5,55.74,51.62
Diesel,37.85,45.44,41.22
Diesel Plus,40.6,46.28,44.68
Kerosene,44.57,51.56,#N/A
