Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),50.4,59.25,56.74
Gasoline (RON95),46.4,57.45,53.99
Gasoline (RON91),45.65,57.33,52.43
Diesel,40.2,46.24,43.15
Diesel Plus,42.5,47.95,46.05
Kerosene,46.57,53.51,#N/A
