Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),40.95,52.71,50.16
Gasoline (RON95),35.4,52.45,47.2
Gasoline (RON91),33.9,50.71,45.42
Diesel,26.8,36.42,32.56
Diesel Plus,31.05,36.91,35.2
Kerosene,33.34,45.9,#N/A
