Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),44.45,56.21,53.49
Gasoline (RON95),35.8,53.46,48.55
Gasoline (RON91),35.25,54.21,48.26
Diesel,28.75,41.62,36.41
Diesel Plus,34.55,41.59,39.84
Kerosene,38.39,50.95,#N/A
