Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),44.2,55.4,53.1
Gasoline (RON95),41.35,53.86,49.8
Gasoline (RON91),40.35,52.61,50.31
Diesel,31.5,40.53,36.76
Diesel Plus,35.05,42.53,40.38
Kerosene,34.64,43.84,#N/A
