Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),40.6,52.51,49.71
Gasoline (RON95),35.4,52.25,47.0
Gasoline (RON91),33.9,50.51,45.17
Diesel,26.0,36.62,32.76
Diesel Plus,31.25,37.11,35.4
Kerosene,33.74,46.3,#N/A
