Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),47.3,56.21,53.53
Gasoline (RON95),35.8,53.46,48.58
Gasoline (RON91),35.25,54.21,48.26
Diesel,29.35,41.57,36.36
Diesel Plus,34.5,40.95,39.79
Kerosene,38.14,50.7,#N/A
