Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),44.15,55.59,#N/A
Gasoline (RON95),41.3,54.45,51.32
Gasoline (RON91),40.3,52.55,48.02
Diesel,30.0,40.78,38.49
Diesel Plus,35.3,42.78,#N/A
Kerosene,34.94,47.65,#N/A
