Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),45.0,56.2,55.51
Gasoline (RON95),41.6,55.48,52.06
Gasoline (RON91),39.6,53.5,50.12
Diesel,30.0,39.72,37.16
Diesel Plus,33.6,41.72,40.14
Kerosene,34.59,47.15,#N/A
