Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),43.2,54.96,52.24
Gasoline (RON95),35.8,52.67,48.28
Gasoline (RON91),34.3,52.96,47.67
Diesel,28.75,40.17,35.71
Diesel Plus,34.8,40.3,38.39
Kerosene,0.0,49.6,#N/A
