Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),45.25,55.76,50.2
Gasoline (RON95),40.85,55.55,51.35
Gasoline (RON91),39.85,53.75,49.9
Diesel,30.0,39.34,35.75
Diesel Plus,33.3,40.21,36.75
Kerosene,34.24,46.8,#N/A
