Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),42.4,50.78,46.87
Gasoline (RON95),38.05,50.16,45.65
Gasoline (RON91),37.25,49.51,46.14
Diesel,27.9,36.68,33.58
Diesel Plus,33.23,38.68,36.9
Kerosene,33.19,45.75,#N/A
