Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),41.65,53.56,51.01
Gasoline (RON95),34.4,53.3,48.05
Gasoline (RON91),32.9,51.56,46.6
Diesel,25.2,38.17,34.31
Diesel Plus,32.0,38.66,36.95
Kerosene,35.04,47.6,#N/A
