Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),42.45,52.03,48.12
Gasoline (RON95),40.35,51.61,46.78
Gasoline (RON91),39.95,50.76,47.27
Diesel,29.55,37.88,34.47
Diesel Plus,34.33,40.5,37.63
Kerosene,33.94,45.75,#N/A
