Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),44.95,54.28,51.87
Gasoline (RON95),40.5,53.95,48.67
Gasoline (RON91),39.5,52.35,49.39
Diesel,29.08,38.89,34.92
Diesel Plus,32.85,39.37,37.22
Kerosene,33.69,46.25,#N/A
