Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),46.2,53.88,49.5
Gasoline (RON95),39.5,53.3,48.28
Gasoline (RON91),38.5,51.5,48.56
Diesel,27.58,37.59,34.78
Diesel Plus,31.5,37.93,35.7
Kerosene,32.79,45.35,#N/A
