Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),37.5,49.5,46.89
Gasoline (RON95),36.72,48.81,45.51
Gasoline (RON91),36.15,47.96,44.6
Diesel,25.65,35.37,32.23
Diesel Plus,31.88,39.08,35.55
Kerosene,30.88,40.99,#N/A
