Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),48.4,56.4,#N/A
Gasoline (RON95),43.87,55.61,52.2
Gasoline (RON91),43.37,54.56,51.23
Diesel,35.9,49.75,39.46
Diesel Plus,38.1,44.13,42.18
Kerosene,41.43,51.0,#N/A
