Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),33.95,43.43,42.81
Gasoline (RON95),31.17,42.92,41.37
Gasoline (RON91),30.67,41.86,39.35
Diesel,24.9,32.88,29.98
Diesel Plus,29.23,36.98,30.78
Kerosene,27.38,39.1,#N/A
