Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),44.2,55.64,#N/A
Gasoline (RON95),41.35,54.5,48.9
Gasoline (RON91),40.35,52.7,46.68
Diesel,30.0,40.83,#N/A
Diesel Plus,31.87,42.83,40.97
Kerosene,34.64,47.2,#N/A
