City,Product,Min Price,Max Price,Common Price
Caloocan City,RON 100,#N/A,#N/A,#N/A
Caloocan City,RON 97,60.85,75.64,#N/A
Caloocan City,RON 95,58.00,74.05,71.95
Caloocan City,RON 91,57.00,68.30,68.05
Caloocan City,DIESEL,53.60,63.15,61.15
Caloocan City,DIESEL PLUS,63.70,69.80,#N/A
Caloocan City,KEROSENE,72.69,74.27,#N/A
Quezon City,RON 100,70.65,76.18,#N/A
Quezon City,RON 97,58.90,75.20,#N/A
Quezon City,RON 95,56.20,75.10,#N/A
Quezon City,RON 91,55.90,68.30,58.85
Quezon City,DIESEL,52.75,63.45,59.05
Quezon City,DIESEL PLUS,60.49,69.39,#N/A
Quezon City,KEROSENE,73.89,80.55,#N/A
Manila City,RON 100,75.88,77.69,#N/A
Manila City,RON 97,66.30,76.80,72.96
Manila City,RON 95,60.34,76.20,67.05
Manila City,RON 91,59.34,70.85,65.55
Manila City,DIESEL,55.40,63.13,60.75
Manila City,DIESEL PLUS,59.35,71.49,68.64
Manila City,KEROSENE,73.46,73.72,#N/A
Pasig City,RON 100,73.75,77.13,#N/A
Pasig City,RON 97,63.20,75.14,#N/A
Pasig City,RON 95,61.50,76.85,64.70
Pasig City,RON 91,61.00,69.95,63.15
Pasig City,DIESEL,55.10,64.10,58.95
Pasig City,DIESEL PLUS,60.65,72.85,60.65
Pasig City,KEROSENE,73.78,83.43,#N/A
Taguig Cty,RON 100,72.11,73.60,#N/A
Taguig Cty,RON 97,66.05,76.24,76.03
Taguig Cty,RON 95,63.10,76.65,#N/A
Taguig Cty,RON 91,61.60,70.25,#N/A
Taguig Cty,DIESEL,56.65,64.15,61.59
Taguig Cty,DIESEL PLUS,60.80,72.49,#N/A
Taguig Cty,KEROSENE,81.35,82.04,#N/A
Makati City,RON 100,73.10,76.05,#N/A
Makati City,RON 97,72.19,78.89,76.49
Makati City,RON 95,62.60,77.30,75.50
Makati City,RON 91,61.10,67.53,67.53
Makati City,DIESEL,57.30,62.70,59.10
Makati City,DIESEL PLUS,60.30,72.85,62.10
Makati City,KEROSENE,73.71,73.71,#N/A
Parañaque City,RON 100,76.05,80.90,76.30
Parañaque City,RON 97,70.95,79.54,#N/A
Parañaque City,RON 95,66.05,79.55,67.30
Parañaque City,RON 91,62.90,73.75,65.80
Parañaque City,DIESEL,58.80,66.55,64.60
Parañaque City,DIESEL PLUS,62.10,83.21,64.10
Parañaque City,KEROSENE,72.09,72.09,#N/A
Muntinlupa City,RON 100,71.30,81.33,#N/A
Muntinlupa City,RON 97,68.65,77.94,#N/A
Muntinlupa City,RON 95,62.30,77.35,#N/A
Muntinlupa City,RON 91,60.80,69.45,65.25
Muntinlupa City,DIESEL,57.55,63.55,61.55
Muntinlupa City,DIESEL PLUS,60.55,72.30,63.40
Muntinlupa City,KEROSENE,73.54,73.54,#N/A
Pasay City,RON 100,71.55,78.55,#N/A
Pasay City,RON 97,71.64,81.55,#N/A
Pasay City,RON 95,60.70,79.40,79.40
Pasay City,RON 91,58.40,72.65,58.40
Pasay City,DIESEL,56.55,64.50,61.48
Pasay City,DIESEL PLUS,61.55,73.35,#N/A
Pasay City,KEROSENE,74.41,79.45,#N/A
