City,Product,Min Price,Max Price,Common Price
Cities,#N/A,#N/A,#N/A,#N/A
Caloocan City,RON 100,#N/A,#N/A,#N/A
Caloocan City,RON 97,62.20,68.24,#N/A
Caloocan City,RON 95,54.25,67.15,#N/A
Caloocan City,RON 91,53.75,65.65,65.65
Caloocan City,DIESEL,45.00,53.25,51.65
Caloocan City,DIESEL PLUS,55.10,55.35,#N/A
Caloocan City,KEROSENE,53.09,55.12,#N/A
Quezon City,RON 100,62.60,66.35,#N/A
Quezon City,RON 97,56.60,67.65,65.65
Quezon City,RON 95,53.00,66.75,60.30
Quezon City,RON 91,52.00,65.75,60.35
Quezon City,DIESEL,45.45,52.80,49.55
Quezon City,DIESEL PLUS,50.40,54.76,#N/A
Quezon City,KEROSENE,54.74,54.74,#N/A
Manila,RON 100,62.80,66.95,#N/A
Manila,RON 97,61.35,70.40,#N/A
Manila,RON 95,57.90,67.90,60.80
Manila,RON 91,55.90,65.70,63.95
Manila,DIESEL,46.50,54.02,47.30
Manila,DIESEL PLUS,49.30,57.00,#N/A
Manila,KEROSENE,53.63,60.25,#N/A
Pasig City,RON 100,61.80,72.25,#N/A
Pasig City,RON 97,60.15,73.15,#N/A
Pasig City,RON 95,56.15,71.05,61.90
Pasig City,RON 91,55.65,69.55,61.10
Pasig City,DIESEL,46.10,54.25,49.85
Pasig City,DIESEL PLUS,51.50,57.65,#N/A
Pasig City,KEROSENE,54.63,54.63,#N/A
Taguig Cty,RON 100,64.75,71.28,71.28
Taguig Cty,RON 97,68.90,73.08,#N/A
Taguig Cty,RON 95,58.40,71.14,69.28
Taguig Cty,RON 91,57.00,70.08,68.28
Taguig Cty,DIESEL,46.96,55.17,54.14
Taguig Cty,DIESEL PLUS,54.35,58.33,56.14
Taguig Cty,KEROSENE,60.75,62.84,60.75
