City,Product,Min Price,Max Price,Common Price
Cities,#N/A,#N/A,#N/A,#N/A
Caloocan City,RON 100,#N/A,#N/A,#N/A
Caloocan City,RON 97,64.10,70.14,#N/A
Caloocan City,RON 95,56.55,69.50,#N/A
Caloocan City,RON 91,55.70,68.78,#N/A
Caloocan City,DIESEL,45.60,53.85,52.25
Caloocan City,DIESEL PLUS,55.70,56.19,#N/A
Caloocan City,KEROSENE,53.84,55.87,#N/A
Quezon City,RON 100,64.50,68.25,#N/A
Quezon City,RON 97,58.50,69.55,#N/A
Quezon City,RON 95,54.90,68.65,64.05
Quezon City,RON 91,53.90,67.65,62.25
Quezon City,DIESEL,45.61,53.40,51.00
Quezon City,DIESEL PLUS,52.00,55.36,#N/A
Quezon City,KEROSENE,55.49,55.49,#N/A
Manila,RON 100,64.70,68.85,#N/A
Manila,RON 97,63.25,72.30,#N/A
Manila,RON 95,59.75,69.80,62.70
Manila,RON 91,57.80,67.20,65.85
Manila,DIESEL,47.10,54.62,48.25
Manila,DIESEL PLUS,50.25,57.60,#N/A
Manila,KEROSENE,54.38,61.35,#N/A
Pasig City,RON 100,65.80,74.14,#N/A
Pasig City,RON 97,61.15,75.05,#N/A
Pasig City,RON 95,57.05,72.95,63.80
Pasig City,RON 91,56.55,71.45,63.00
Pasig City,DIESEL,46.70,54.85,50.45
Pasig City,DIESEL PLUS,52.14,58.25,#N/A
Pasig City,KEROSENE,55.38,55.38,#N/A
Taguig Cty,RON 100,66.65,73.18,73.18
Taguig Cty,RON 97,70.80,74.98,#N/A
Taguig Cty,RON 95,60.30,73.04,71.18
Taguig Cty,RON 91,57.75,71.98,70.18
Taguig Cty,DIESEL,47.55,55.77,54.74
Taguig Cty,DIESEL PLUS,54.95,58.93,56.74
Taguig Cty,KEROSENE,61.50,63.59,#N/A
