City,Product,Min Price,Max Price,Common Price
Cities,NATIONAL CAPITAL REGION,#N/A,#N/A,#N/A
Caloocan City,RON 100,#N/A,#N/A,#N/A
Caloocan City,RON 97,51.38,51.38,51.38
Caloocan City,RON 95,39.14,55.23,55.23
Caloocan City,RON 91,38.14,54.73,54.73
Caloocan City,DIESEL,30.94,40.69,40.69
Caloocan City,DIESEL PLUS,38.75,41.51,#N/A
Caloocan City,KEROSENE,39.74,41.85,#N/A
Quezon City,RON 100,47.00,48.35,#N/A
Quezon City,RON 97,45.25,54.50,#N/A
Quezon City,RON 95,38.00,54.87,45.00
Quezon City,RON 91,36.60,51.45,44.00
Quezon City,DIESEL,30.00,38.45,34.35
Quezon City,DIESEL PLUS,36.35,39.95,#N/A
Quezon City,KEROSENE,40.14,47.77,#N/A
Manila,RON 100,48.30,51.05,#N/A
Manila,RON 97,49.60,55.97,55.97
Manila,RON 95,40.50,53.97,53.97
Manila,RON 91,38.95,52.10,48.85
Manila,DIESEL,30.41,39.66,38.60
Manila,DIESEL PLUS,34.00,41.66,41.66
Manila,KEROSENE,40.92,46.00,#N/A
Pasig City,RON 100,53.95,54.20,#N/A
Pasig City,RON 97,55.95,55.95,55.95
Pasig City,RON 95,42.55,53.95,51.95
Pasig City,RON 91,41.80,53.45,51.20
Pasig City,DIESEL,33.10,39.63,37.35
Pasig City,DIESEL PLUS,39.35,41.63,41.63
Pasig City,KEROSENE,41.28,43.32,#N/A
Taguig Cty,RON 100,46.75,55.08,55.08
Taguig Cty,RON 97,54.06,58.51,#N/A
Taguig Cty,RON 95,44.75,55.76,53.08
Taguig Cty,RON 91,43.75,56.51,52.08
Taguig Cty,DIESEL,33.95,43.22,39.04
Taguig Cty,DIESEL PLUS,38.25,42.18,41.04
Taguig Cty,KEROSENE,49.44,52.30,#N/A
