City,Product,Min Price,Max Price,Common Price
Cities,#N/A,#N/A,#N/A,#N/A
Caloocan City,RON 100,#N/A,#N/A,#N/A
Caloocan City,RON 97,57.25,63.29,#N/A
Caloocan City,RON 95,49.20,62.40,#N/A
Caloocan City,RON 91,48.45,61.00,#N/A
Caloocan City,DIESEL,40.85,48.70,47.10
Caloocan City,DIESEL PLUS,50.00,50.15,#N/A
Caloocan City,KEROSENE,49.60,50.82,#N/A
Quezon City,RON 100,57.65,61.40,#N/A
Quezon City,RON 97,51.65,62.70,#N/A
Quezon City,RON 95,48.65,61.80,54.15
Quezon City,RON 91,47.65,60.80,55.40
Quezon City,DIESEL,40.00,48.25,45.85
Quezon City,DIESEL PLUS,47.50,49.74,47.85
Quezon City,KEROSENE,50.44,51.82,#N/A
Manila,RON 100,59.32,62.25,#N/A
Manila,RON 97,56.40,64.85,#N/A
Manila,RON 95,52.55,62.95,53.50
Manila,RON 91,50.55,62.10,57.80
Manila,DIESEL,41.10,49.95,47.85
Manila,DIESEL PLUS,43.75,52.05,52.05
Manila,KEROSENE,50.15,54.85,#N/A
Pasig City,RON 100,58.95,67.30,#N/A
Pasig City,RON 97,54.30,67.60,#N/A
Pasig City,RON 95,51.35,65.60,56.95
Pasig City,RON 91,51.95,64.60,56.15
Pasig City,DIESEL,41.55,49.70,45.30
Pasig City,DIESEL PLUS,47.30,52.30,#N/A
Pasig City,KEROSENE,50.33,53.72,#N/A
Taguig Cty,RON 100,59.80,66.33,66.33
Taguig Cty,RON 97,65.10,68.13,#N/A
Taguig Cty,RON 95,53.55,66.13,64.33
Taguig Cty,RON 91,52.65,65.13,63.33
Taguig Cty,DIESEL,42.50,50.62,49.59
Taguig Cty,DIESEL PLUS,49.80,53.22,51.59
Taguig Cty,KEROSENE,#N/A,#N/A,#N/A
