City,Product,Min Price,Max Price,Common Price
Cities,NATIONAL CAPITAL REGION,#N/A,#N/A,#N/A
Caloocan City,RON 100,#N/A,#N/A,#N/A
Caloocan City,RON 97,60.00,66.04,#N/A
Caloocan City,RON 95,49.20,64.79,#N/A
Caloocan City,RON 91,48.45,63.75,#N/A
Caloocan City,DIESEL,42.50,52.25,#N/A
Caloocan City,DIESEL PLUS,53.55,53.99,#N/A
Caloocan City,KEROSENE,52.29,53.10,#N/A
Quezon City,RON 100,60.40,64.15,#N/A
Quezon City,RON 97,54.50,65.45,#N/A
Quezon City,RON 95,50.65,64.65,56.90
Quezon City,RON 91,49.65,63.55,58.15
Quezon City,DIESEL,42.95,51.80,49.40
Quezon City,DIESEL PLUS,51.05,53.29,51.40
Quezon City,KEROSENE,52.59,53.84,#N/A
Manila,RON 100,60.60,64.75,#N/A
Manila,RON 97,59.15,67.60,#N/A
Manila,RON 95,55.10,65.70,62.75
Manila,RON 91,53.80,63.50,61.75
Manila,DIESEL,44.80,53.02,44.80
Manila,DIESEL PLUS,46.80,56.00,#N/A
Manila,KEROSENE,53.16,57.90,#N/A
Pasig City,RON 100,61.70,70.05,#N/A
Pasig City,RON 97,57.05,70.35,#N/A
Pasig City,RON 95,54.10,68.35,59.70
Pasig City,RON 91,53.60,67.35,58.90
Pasig City,DIESEL,45.10,53.25,48.85
Pasig City,DIESEL PLUS,50.85,55.85,#N/A
Pasig City,KEROSENE,53.83,57.22,#N/A
Taguig Cty,RON 100,62.55,69.08,69.08
Taguig Cty,RON 97,67.85,70.88,#N/A
Taguig Cty,RON 95,56.25,68.88,67.08
Taguig Cty,RON 91,55.15,67.88,66.08
Taguig Cty,DIESEL,45.95,54.17,53.14
Taguig Cty,DIESEL PLUS,53.35,56.77,55.14
Taguig Cty,KEROSENE,#N/A,#N/A,#N/A
