City,Product,Min Price,Max Price,Common Price
Cities,NATIONAL CAPITAL REGION,#N/A,#N/A,#N/A
Caloocan City,RON 100,#N/A,#N/A,#N/A
Caloocan City,RON 97,57.60,62.98,62.98
Caloocan City,RON 95,46.35,60.84,56.90
Caloocan City,RON 91,45.55,59.80,51.70
Caloocan City,DIESEL,37.80,46.35,45.00
Caloocan City,DIESEL PLUS,47.99,48.59,47.99
Caloocan City,KEROSENE,49.55,49.62,#N/A
Quezon City,RON 100,56.20,59.95,56.20
Quezon City,RON 97,55.75,63.75,#N/A
Quezon City,RON 95,47.40,61.25,52.73
Quezon City,RON 91,46.40,60.27,51.73
Quezon City,DIESEL,38.35,47.76,43.15
Quezon City,DIESEL PLUS,45.40,50.70,45.75
Quezon City,KEROSENE,47.99,49.24,#N/A
Manila,RON 100,57.87,63.35,#N/A
Manila,RON 97,55.20,64.35,#N/A
Manila,RON 95,49.98,62.35,61.35
Manila,RON 91,47.98,61.35,57.80
Manila,DIESEL,38.99,48.80,45.75
Manila,DIESEL PLUS,42.20,50.80,#N/A
Manila,KEROSENE,48.46,53.30,#N/A
Pasig City,RON 100,57.50,66.10,#N/A
Pasig City,RON 97,57.00,66.40,#N/A
Pasig City,RON 95,50.15,64.40,55.50
Pasig City,RON 91,49.65,63.40,54.70
Pasig City,DIESEL,39.70,47.85,46.50
Pasig City,DIESEL PLUS,45.20,50.35,#N/A
Pasig City,KEROSENE,49.13,51.62,#N/A
Taguig Cty,RON 100,58.35,65.13,65.13
Taguig Cty,RON 97,63.90,67.25,#N/A
Taguig Cty,RON 95,56.35,65.50,63.13
Taguig Cty,RON 91,55.35,64.50,62.13
Taguig Cty,DIESEL,43.04,48.80,47.74
Taguig Cty,DIESEL PLUS,47.70,51.27,49.74
Taguig Cty,KEROSENE,57.34,57.34,#N/A
