City,Product,Min Price,Max Price,Common Price
Cities,NATIONAL CAPITAL REGION,#N/A,#N/A,#N/A
Caloocan City,RON 100,#N/A,#N/A,#N/A
Caloocan City,RON 97,50.38,50.38,50.38
Caloocan City,RON 95,38.88,54.23,54.23
Caloocan City,RON 91,37.88,53.73,53.73
Caloocan City,DIESEL,29.99,39.64,39.64
Caloocan City,DIESEL PLUS,35.55,40.50,#N/A
Caloocan City,KEROSENE,38.79,40.90,#N/A
Quezon City,RON 100,46.00,55.62,#N/A
Quezon City,RON 97,44.25,54.40,#N/A
Quezon City,RON 95,37.20,53.87,44.00
Quezon City,RON 91,35.70,53.12,43.00
Quezon City,DIESEL,29.60,39.55,33.30
Quezon City,DIESEL PLUS,35.30,41.55,#N/A
Quezon City,KEROSENE,39.19,46.82,#N/A
Manila,RON 100,47.30,50.05,#N/A
Manila,RON 97,48.60,54.97,54.97
Manila,RON 95,40.40,52.97,47.75
Manila,RON 91,38.20,51.10,47.85
Manila,DIESEL,30.20,38.61,37.55
Manila,DIESEL PLUS,34.00,40.61,40.61
Manila,KEROSENE,39.95,45.80,#N/A
Pasig City,RON 100,52.95,54.82,#N/A
Pasig City,RON 97,54.95,54.95,54.95
Pasig City,RON 95,42.55,52.95,52.82
Pasig City,RON 91,41.80,52.45,52.12
Pasig City,DIESEL,33.10,38.58,36.30
Pasig City,DIESEL PLUS,38.30,40.58,40.58
Pasig City,KEROSENE,40.33,42.37,#N/A
Taguig Cty,RON 100,45.75,54.08,54.08
Taguig Cty,RON 97,54.08,57.51,54.58
Taguig Cty,RON 95,43.75,54.76,52.08
Taguig Cty,RON 91,42.75,55.51,51.08
Taguig Cty,DIESEL,32.90,42.27,37.99
Taguig Cty,DIESEL PLUS,37.20,41.13,39.99
Taguig Cty,KEROSENE,47.84,51.35,#N/A
