City,Product,Min Price,Max Price,Common Price
Cities,NATIONAL CAPITAL REGION,#N/A,#N/A,#N/A
Caloocan City,RON 100,#N/A,#N/A,#N/A
Caloocan City,RON 97,56.23,56.23,56.23
Caloocan City,RON 95,41.29,57.25,57.25
Caloocan City,RON 91,40.79,56.40,51.72
Caloocan City,DIESEL,33.95,46.65,40.30
Caloocan City,DIESEL PLUS,42.24,44.00,42.80
Caloocan City,KEROSENE,43.55,43.55,#N/A
Quezon City,RON 100,49.45,53.20,49.45
Quezon City,RON 97,49.00,57.10,#N/A
Quezon City,RON 95,40.70,54.60,45.95
Quezon City,RON 91,40.20,53.75,44.95
Quezon City,DIESEL,33.85,40.96,38.00
Quezon City,DIESEL PLUS,39.65,43.90,40.00
Quezon City,KEROSENE,42.84,50.52,#N/A
Manila,RON 100,51.85,54.05,#N/A
Manila,RON 97,48.45,60.82,#N/A
Manila,RON 95,43.65,58.82,46.50
Manila,RON 91,42.50,56.15,51.05
Manila,DIESEL,34.75,43.80,40.00
Manila,DIESEL PLUS,36.90,46.30,39.85
Manila,KEROSENE,43.62,48.05,#N/A
Pasig City,RON 100,54.70,59.35,#N/A
Pasig City,RON 97,50.70,57.65,57.65
Pasig City,RON 95,46.95,57.35,53.30
Pasig City,RON 91,45.95,56.35,52.70
Pasig City,DIESEL,34.80,41.80,40.75
Pasig City,DIESEL PLUS,40.99,43.80,#N/A
Pasig City,KEROSENE,43.98,47.17,#N/A
Taguig Cty,RON 100,51.60,58.38,58.38
Taguig Cty,RON 97,59.37,60.50,#N/A
Taguig Cty,RON 95,42.65,58.95,56.38
Taguig Cty,RON 91,42.10,58.45,55.38
Taguig Cty,DIESEL,34.35,48.09,41.99
Taguig Cty,DIESEL PLUS,41.95,45.52,43.99
Taguig Cty,KEROSENE,51.34,53.95,#N/A
