City,Product,Min Price,Max Price,Common Price
Cities,NATIONAL CAPITAL REGION,#N/A,#N/A,#N/A
Caloocan City,RON 100,#N/A,#N/A,#N/A
Caloocan City,RON 97,55.23,55.23,55.23
Caloocan City,RON 95,41.54,56.75,56.25
Caloocan City,RON 91,41.04,55.75,46.20
Caloocan City,DIESEL,33.95,42.90,40.90
Caloocan City,DIESEL PLUS,41.50,43.25,42.05
Caloocan City,KEROSENE,43.55,45.12,#N/A
Quezon City,RON 100,48.45,50.95,48.45
Quezon City,RON 97,49.00,56.10,#N/A
Quezon City,RON 95,40.30,53.60,44.95
Quezon City,RON 91,39.80,52.75,43.95
Quezon City,DIESEL,33.80,40.21,37.25
Quezon City,DIESEL PLUS,38.85,43.15,39.25
Quezon City,KEROSENE,42.04,49.77,#N/A
Manila,RON 100,50.85,53.05,#N/A
Manila,RON 97,47.45,59.82,#N/A
Manila,RON 95,43.05,57.82,#N/A
Manila,RON 91,41.60,55.15,50.05
Manila,DIESEL,34.05,43.05,39.25
Manila,DIESEL PLUS,36.85,45.05,#N/A
Manila,KEROSENE,42.82,48.10,#N/A
Pasig City,RON 100,53.70,55.95,#N/A
Pasig City,RON 97,49.70,56.65,56.65
Pasig City,RON 95,43.35,56.55,52.30
Pasig City,RON 91,42.75,55.80,51.70
Pasig City,DIESEL,35.30,42.50,40.00
Pasig City,DIESEL PLUS,40.14,44.50,41.95
Pasig City,KEROSENE,43.18,47.17,#N/A
Taguig Cty,RON 100,50.60,57.38,57.38
Taguig Cty,RON 97,58.37,59.50,#N/A
Taguig Cty,RON 95,48.50,57.75,55.38
Taguig Cty,RON 91,47.60,57.45,54.38
Taguig Cty,DIESEL,37.10,43.80,41.24
Taguig Cty,DIESEL PLUS,41.20,44.30,43.24
Taguig Cty,KEROSENE,51.44,54.10,#N/A
