City,Product,Min Price,Max Price,Common Price
Cities,NATIONAL CAPITAL REGION,#N/A,#N/A,#N/A
Caloocan City,RON 100,#N/A,#N/A,#N/A
Caloocan City,RON 97,56.88,56.88,56.88
Caloocan City,RON 95,42.00,57.90,57.90
Caloocan City,RON 91,41.50,57.05,45.60
Caloocan City,DIESEL,34.55,44.35,38.70
Caloocan City,DIESEL PLUS,42.95,44.70,#N/A
Caloocan City,KEROSENE,45.47,45.47,#N/A
Quezon City,RON 100,50.10,53.85,#N/A
Quezon City,RON 97,49.45,57.55,#N/A
Quezon City,RON 95,40.70,55.25,46.60
Quezon City,RON 91,40.20,54.40,45.60
Quezon City,DIESEL,33.85,41.66,38.70
Quezon City,DIESEL PLUS,40.35,44.69,#N/A
Quezon City,KEROSENE,43.84,51.52,#N/A
Manila,RON 100,52.50,54.70,#N/A
Manila,RON 97,49.10,61.47,#N/A
Manila,RON 95,44.30,59.47,50.50
Manila,RON 91,43.15,56.85,51.70
Manila,DIESEL,34.90,44.55,40.70
Manila,DIESEL PLUS,37.60,47.00,#N/A
Manila,KEROSENE,44.62,49.05,#N/A
Pasig City,RON 100,55.35,60.00,#N/A
Pasig City,RON 97,51.35,58.30,58.30
Pasig City,RON 95,42.65,58.00,53.95
Pasig City,RON 91,42.10,57.00,53.35
Pasig City,DIESEL,34.35,42.50,41.45
Pasig City,DIESEL PLUS,41.69,44.50,#N/A
Pasig City,KEROSENE,44.98,47.52,#N/A
Taguig Cty,RON 100,52.25,59.03,59.03
Taguig Cty,RON 97,60.02,61.15,#N/A
Taguig Cty,RON 95,50.25,59.80,57.03
Taguig Cty,RON 91,49.25,59.10,56.03
Taguig Cty,DIESEL,39.70,48.79,42.69
Taguig Cty,DIESEL PLUS,42.65,46.43,44.69
Taguig Cty,KEROSENE,53.19,53.19,#N/A
