City,Product,Min Price,Max Price,Common Price
Cities,NATIONAL CAPITAL REGION,#N/A,#N/A,#N/A
Caloocan City,RON 100,#N/A,#N/A,#N/A
Caloocan City,RON 97,57.30,62.68,62.68
Caloocan City,RON 95,46.35,60.54,56.60
Caloocan City,RON 91,45.55,59.50,51.40
Caloocan City,DIESEL,37.80,48.34,46.15
Caloocan City,DIESEL PLUS,47.79,48.39,#N/A
Caloocan City,KEROSENE,48.25,49.47,#N/A
Quezon City,RON 100,55.90,65.60,#N/A
Quezon City,RON 97,52.70,62.40,#N/A
Quezon City,RON 95,47.00,63.60,57.65
Quezon City,RON 91,46.10,62.60,56.65
Quezon City,DIESEL,38.15,47.56,42.95
Quezon City,DIESEL PLUS,45.20,50.50,#N/A
Quezon City,KEROSENE,47.84,49.09,#N/A
Manila,RON 100,57.57,63.05,#N/A
Manila,RON 97,54.90,64.05,#N/A
Manila,RON 95,49.95,62.05,61.05
Manila,RON 91,47.95,61.05,57.50
Manila,DIESEL,38.95,48.68,45.55
Manila,DIESEL PLUS,42.85,51.25,#N/A
Manila,KEROSENE,48.31,53.60,#N/A
Pasig City,RON 100,57.20,65.80,#N/A
Pasig City,RON 97,56.70,65.30,#N/A
Pasig City,RON 95,49.10,63.80,55.20
Pasig City,RON 91,48.60,62.80,54.40
Pasig City,DIESEL,38.85,47.35,43.00
Pasig City,DIESEL PLUS,45.00,49.35,#N/A
Pasig City,KEROSENE,48.98,51.47,#N/A
Taguig Cty,RON 100,58.05,64.83,64.83
Taguig Cty,RON 97,63.50,66.95,#N/A
Taguig Cty,RON 95,56.05,65.20,62.83
Taguig Cty,RON 91,55.05,64.20,61.83
Taguig Cty,DIESEL,42.84,48.60,47.54
Taguig Cty,DIESEL PLUS,47.50,51.07,49.54
Taguig Cty,KEROSENE,57.19,57.19,#N/A
