Year,Month,For Lifeline Customers,kWh Consumption,Total Bill
2014,9,FALSE,600,11.7149
2014,9,FALSE,700,11.7157
2014,9,FALSE,800,11.7225
2014,9,FALSE,900,11.7278
2014,9,FALSE,1000,11.732
2014,9,FALSE,1500,11.7781
2014,9,FALSE,3000,11.8992
2014,9,FALSE,5000,11.9476
2014,10,TRUE,50,5.4862
2014,10,TRUE,70,6.9643
2014,10,TRUE,100,8.4271
2014,10,FALSE,200,10.4658
2014,10,FALSE,300,10.8232
2014,10,FALSE,400,11.1804
2014,10,FALSE,500,11.8281
2014,10,FALSE,600,11.8191
2014,10,FALSE,700,11.8199
2014,10,FALSE,800,11.8267
2014,10,FALSE,900,11.832
2014,10,FALSE,1000,11.8362
2014,10,FALSE,1500,11.8823
2014,10,FALSE,3000,12.0033
2014,10,FALSE,5000,12.0517
2014,11,TRUE,50,5.2705
2014,11,TRUE,70,6.6873
2014,11,TRUE,100,8.0888
2014,11,FALSE,200,10.0554
2014,11,FALSE,300,10.4129
2014,11,FALSE,400,10.77
2014,11,FALSE,500,11.4177
2014,11,FALSE,600,11.4087
2014,11,FALSE,700,11.4095
2014,11,FALSE,800,11.4163
2014,11,FALSE,900,11.4216
2014,11,FALSE,1000,11.4258
2014,11,FALSE,1500,11.4719
2014,11,FALSE,3000,11.5929
2014,11,FALSE,5000,11.6414
2014,12,TRUE,50,5.1832
2014,12,TRUE,70,6.5715
2014,12,TRUE,100,7.9444
2014,12,FALSE,200,9.8653
2014,12,FALSE,300,10.2228
2014,12,FALSE,400,10.5799
2014,12,FALSE,500,11.2276
2014,12,FALSE,600,11.2186
2014,12,FALSE,700,11.2194
2014,12,FALSE,800,11.2262
2014,12,FALSE,900,11.2315
2014,12,FALSE,1000,11.2357
2014,12,FALSE,1500,11.2818
2014,12,FALSE,3000,11.4028
2014,12,FALSE,5000,11.4513
2015,1,TRUE,50,5.0781
2015,1,TRUE,70,6.4361
2015,1,TRUE,100,7.7787
2015,1,FALSE,200,9.6713
2015,1,FALSE,300,10.0287
2015,1,FALSE,400,10.3859
2015,1,FALSE,500,11.0335
2015,1,FALSE,600,11.0246
2015,1,FALSE,700,11.0253
2015,1,FALSE,800,11.0321
2015,1,FALSE,900,11.0374
2015,1,FALSE,1000,11.0417
2015,1,FALSE,1500,11.0877
2015,1,FALSE,3000,11.2088
2015,1,FALSE,5000,11.2572
2015,2,TRUE,50,5.4936
2015,2,TRUE,70,6.9715
2015,2,TRUE,100,8.4341
2015,2,FALSE,200,10.5105
2015,2,FALSE,300,10.868
2015,2,FALSE,400,11.2251
2015,2,FALSE,500,11.8728
2015,2,FALSE,600,11.8638
2015,2,FALSE,700,11.8646
2015,2,FALSE,800,11.8714
2015,2,FALSE,900,11.8767
2015,2,FALSE,1000,11.8809
2015,2,FALSE,1500,11.927
2015,2,FALSE,3000,12.048
2015,2,FALSE,5000,12.0965
2015,3,TRUE,50,5.4441
2015,3,TRUE,70,6.9073
2015,3,TRUE,100,8.3552
2015,3,FALSE,200,10.4159
2015,3,FALSE,300,10.7733
2015,3,FALSE,400,11.1305
2015,3,FALSE,500,11.7781
2015,3,FALSE,600,11.7692
2015,3,FALSE,700,11.7699
2015,3,FALSE,800,11.7768
2015,3,FALSE,900,11.7821
2015,3,FALSE,1000,11.7863
2015,3,FALSE,1500,11.8323
2015,3,FALSE,3000,11.9534
2015,3,FALSE,5000,12.0018
2015,4,TRUE,50,5.5798
2015,4,TRUE,70,7.0792
2015,4,TRUE,100,8.5632
2015,4,FALSE,200,10.6833
2015,4,FALSE,300,11.0408
2015,4,FALSE,400,11.398
2015,4,FALSE,500,12.0456
2015,4,FALSE,600,12.0367
2015,4,FALSE,700,12.0374
2015,4,FALSE,800,12.0442
2015,4,FALSE,900,12.0495
2015,4,FALSE,1000,12.0538
2015,4,FALSE,1500,12.0998
2015,4,FALSE,3000,12.2209
2015,4,FALSE,5000,12.2693
2015,5,TRUE,50,5.2603
2015,5,TRUE,70,6.6607
2015,5,TRUE,100,8.0458
2015,5,FALSE,200,9.9879
2015,5,FALSE,300,10.3454
2015,5,FALSE,400,10.7026
2015,5,FALSE,500,11.3502
2015,5,FALSE,600,11.3413
2015,5,FALSE,700,11.342
2015,5,FALSE,800,11.3488
2015,5,FALSE,900,11.3541
2015,5,FALSE,1000,11.3584
2015,5,FALSE,1500,11.4044
2015,5,FALSE,3000,11.5255
2015,5,FALSE,5000,11.5739
2015,6,TRUE,50,4.9854
2015,6,TRUE,70,6.302
2015,6,TRUE,100,7.6032
2015,6,FALSE,200,9.4093
2015,6,FALSE,300,9.7667
2015,6,FALSE,400,10.1239
2015,6,FALSE,500,10.7715
2015,6,FALSE,600,10.7626
2015,6,FALSE,700,10.7633
2015,6,FALSE,800,10.7701
2015,6,FALSE,900,10.7754
2015,6,FALSE,1000,10.7797
2015,6,FALSE,1500,10.8257
2015,6,FALSE,3000,10.9468
2015,6,FALSE,5000,10.9952
2015,7,TRUE,50,4.953
2015,7,TRUE,70,6.2761
2015,7,TRUE,100,7.5853
2015,7,FALSE,200,9.3868
2015,7,FALSE,300,9.7029
2015,7,FALSE,400,10.0193
2015,7,FALSE,500,10.5937
2015,7,FALSE,600,10.5856
2015,7,FALSE,700,10.5869
2015,7,FALSE,800,10.5942
2015,7,FALSE,900,10.5998
2015,7,FALSE,1000,10.6043
2015,7,FALSE,1500,10.6511
2015,7,FALSE,3000,10.773
2015,7,FALSE,5000,10.8217
2015,8,TRUE,50,4.8066
2015,8,TRUE,70,6.0895
2015,8,TRUE,100,7.3585
2015,8,FALSE,200,9.124
2015,8,FALSE,300,9.4401
2015,8,FALSE,400,9.7565
2015,8,FALSE,500,10.331
2015,8,FALSE,600,10.3228
2015,8,FALSE,700,10.3241
2015,8,FALSE,800,10.3314
2015,8,FALSE,900,10.337
2015,8,FALSE,1000,10.3415
2015,8,FALSE,1500,10.3884
2015,8,FALSE,3000,10.5102
2015,8,FALSE,5000,10.5589
2015,9,TRUE,50,4.5384
2015,9,TRUE,70,5.7344
2015,9,TRUE,100,6.9163
2015,9,FALSE,200,8.5567
2015,9,FALSE,300,8.8728
2015,9,FALSE,400,9.1892
2015,9,FALSE,500,9.7637
2015,9,FALSE,600,9.7555
2015,9,FALSE,700,9.7568
2015,9,FALSE,800,9.7641
2015,9,FALSE,900,9.7697
2015,9,FALSE,1000,9.7742
2015,9,FALSE,1500,9.821
2015,9,FALSE,3000,9.9429
2015,9,FALSE,5000,9.9916
2015,10,TRUE,50,4.4861
2015,10,TRUE,70,5.6598
2015,10,TRUE,100,6.8195
2015,10,FALSE,200,8.4248
2015,10,FALSE,300,8.741
2015,10,FALSE,400,9.0574
2015,10,FALSE,500,9.6318
2015,10,FALSE,600,9.6237
2015,10,FALSE,700,9.625
2015,10,FALSE,800,9.6322
2015,10,FALSE,900,9.6379
2015,10,FALSE,1000,9.6424
2015,10,FALSE,1500,9.6892
2015,10,FALSE,3000,9.8111
2015,10,FALSE,5000,9.8598
2015,11,TRUE,50,4.5455
2015,11,TRUE,70,5.738
2015,11,TRUE,100,6.9165
2015,11,FALSE,200,8.5508
2015,11,FALSE,300,8.867
2015,11,FALSE,400,9.1833
2015,11,FALSE,500,9.7578
2015,11,FALSE,600,9.7496
2015,11,FALSE,700,9.7509
2015,11,FALSE,800,9.7582
2015,11,FALSE,900,9.7638
2015,11,FALSE,1000,9.7683
2015,11,FALSE,1500,9.8152
2015,11,FALSE,3000,9.937
2015,11,FALSE,5000,9.9858
2015,12,TRUE,50,4.571
2015,12,TRUE,70,5.7729
2015,12,TRUE,100,6.9609
2015,12,FALSE,200,8.6055
2015,12,FALSE,300,8.9216
2015,12,FALSE,400,9.238
2015,12,FALSE,500,9.8125
2015,12,FALSE,600,9.8043
2015,12,FALSE,700,9.8056
2015,12,FALSE,800,9.8129
2015,12,FALSE,900,9.8185
2015,12,FALSE,1000,9.823
2015,12,FALSE,1500,9.8699
2015,12,FALSE,3000,9.9917
2015,12,FALSE,5000,10.0404
2016,1,TRUE,50,4.461
2016,1,TRUE,70,5.6296
2016,1,TRUE,100,6.7841
2016,1,FALSE,200,8.399
2016,1,FALSE,300,8.7151
2016,1,FALSE,400,9.0315
2016,1,FALSE,500,9.606
2016,1,FALSE,600,9.5978
2016,1,FALSE,700,9.5991
2016,1,FALSE,800,9.6064
2016,1,FALSE,900,9.612
2016,1,FALSE,1000,9.6165
2016,1,FALSE,1500,9.6633
2016,1,FALSE,3000,9.7852
2016,1,FALSE,5000,9.8339
2016,2,TRUE,50,4.6721
2016,2,TRUE,70,5.9033
2016,2,TRUE,100,7.1206
2016,2,FALSE,200,8.8236
2016,2,FALSE,300,9.1398
2016,2,FALSE,400,9.4562
2016,2,FALSE,500,10.0306
2016,2,FALSE,600,10.0225
2016,2,FALSE,700,10.0238
2016,2,FALSE,800,10.031
2016,2,FALSE,900,10.0367
2016,2,FALSE,1000,10.0412
2016,2,FALSE,1500,10.088
2016,2,FALSE,3000,10.2098
2016,2,FALSE,5000,10.2586
2016,3,TRUE,50,4.5781
2016,3,TRUE,70,5.7808
2016,3,TRUE,100,6.9695
2016,3,FALSE,200,8.6335
2016,3,FALSE,300,8.9497
2016,3,FALSE,400,9.2661
2016,3,FALSE,500,9.8405
2016,3,FALSE,600,9.8324
2016,3,FALSE,700,9.8337
2016,3,FALSE,800,9.8409
2016,3,FALSE,900,9.8466
2016,3,FALSE,1000,9.8511
2016,3,FALSE,1500,9.8979
2016,3,FALSE,3000,10.0198
2016,3,FALSE,5000,10.0685
2016,4,TRUE,50,4.7291
2016,4,TRUE,70,5.9522
2016,4,TRUE,100,7.1614
2016,4,FALSE,200,8.856
2016,4,FALSE,300,9.1721
2016,4,FALSE,400,9.4885
2016,4,FALSE,500,10.0629
2016,4,FALSE,600,10.0548
2016,4,FALSE,700,10.0561
2016,4,FALSE,800,10.0633
2016,4,FALSE,900,10.069
2016,4,FALSE,1000,10.0735
2016,4,FALSE,1500,10.1203
2016,4,FALSE,3000,10.2422
2016,4,FALSE,5000,10.2909
2016,5,TRUE,50,4.5411
2016,5,TRUE,70,5.7059
2016,5,TRUE,100,6.8567
2016,5,FALSE,200,8.4437
2016,5,FALSE,300,8.7599
2016,5,FALSE,400,9.0763
2016,5,FALSE,500,9.6507
2016,5,FALSE,600,9.6426
2016,5,FALSE,700,9.6439
2016,5,FALSE,800,9.6511
2016,5,FALSE,900,9.6567
2016,5,FALSE,1000,9.6612
2016,5,FALSE,1500,9.7081
2016,5,FALSE,3000,9.8299
2016,5,FALSE,5000,9.8787
2016,6,TRUE,50,4.4854
2016,6,TRUE,70,5.6317
2016,6,TRUE,100,6.7639
2016,6,FALSE,200,8.3163
2016,6,FALSE,300,8.6325
2016,6,FALSE,400,8.9489
2016,6,FALSE,500,9.5233
2016,6,FALSE,600,9.5152
2016,6,FALSE,700,9.5165
2016,6,FALSE,800,9.5237
2016,6,FALSE,900,9.5294
2016,6,FALSE,1000,9.5339
2016,6,FALSE,1500,9.5807
2016,6,FALSE,3000,9.7026
2016,6,FALSE,5000,9.7513
2016,7,TRUE,50,4.6238
2016,7,TRUE,70,5.8178
2016,7,TRUE,100,6.9977
2016,7,FALSE,200,8.6095
2016,7,FALSE,300,8.9256
2016,7,FALSE,400,9.242
2016,7,FALSE,500,9.8165
2016,7,FALSE,600,9.8083
2016,7,FALSE,700,9.8096
2016,7,FALSE,800,9.8169
2016,7,FALSE,900,9.8225
2016,7,FALSE,1000,9.827
2016,7,FALSE,1500,9.8739
2016,7,FALSE,3000,9.9957
2016,7,FALSE,5000,10.0444
2016,8,TRUE,50,4.5739
2016,8,TRUE,70,5.746
2016,8,TRUE,100,6.9041
2016,8,FALSE,200,8.5025
2016,8,FALSE,300,8.8187
2016,8,FALSE,400,9.1351
2016,8,FALSE,500,9.7095
2016,8,FALSE,600,9.7014
2016,8,FALSE,700,9.7027
2016,8,FALSE,800,9.7099
2016,8,FALSE,900,9.7156
2016,8,FALSE,1000,9.7201
2016,8,FALSE,1500,9.7669
2016,8,FALSE,3000,9.8888
2016,8,FALSE,5000,9.9375
2016,9,TRUE,50,4.5415
2016,9,TRUE,70,5.7114
2016,9,TRUE,100,6.8672
2016,9,FALSE,200,8.4574
2016,9,FALSE,300,8.7736
2016,9,FALSE,400,9.09
2016,9,FALSE,500,9.6644
2016,9,FALSE,600,9.6563
2016,9,FALSE,700,9.6576
2016,9,FALSE,800,9.6648
2016,9,FALSE,900,9.6705
2016,9,FALSE,1000,9.675
2016,9,FALSE,1500,9.7218
2016,9,FALSE,3000,9.8437
2016,9,FALSE,5000,9.8924
2016,10,TRUE,50,4.4871
2016,10,TRUE,70,5.6363
2016,10,TRUE,100,6.7717
2016,10,FALSE,200,8.3358
2016,10,FALSE,300,8.652
2016,10,FALSE,400,8.9684
2016,10,FALSE,500,9.5428
2016,10,FALSE,600,9.5347
2016,10,FALSE,700,9.536
2016,10,FALSE,800,9.5432
2016,10,FALSE,900,9.5488
2016,10,FALSE,1000,9.5533
2016,10,FALSE,1500,9.6002
2016,10,FALSE,3000,9.722
2016,10,FALSE,5000,9.7708
2016,11,TRUE,50,4.4408
2016,11,TRUE,70,5.5781
2016,11,TRUE,100,6.7014
2016,11,FALSE,200,8.2577
2016,11,FALSE,300,8.5738
2016,11,FALSE,400,8.8902
2016,11,FALSE,500,9.4647
2016,11,FALSE,600,9.4565
2016,11,FALSE,700,9.4578
2016,11,FALSE,800,9.4651
2016,11,FALSE,900,9.4707
2016,11,FALSE,1000,9.4752
2016,11,FALSE,1500,9.5221
2016,11,FALSE,3000,9.6439
2016,11,FALSE,5000,9.6926
2016,12,TRUE,50,4.4903
2016,12,TRUE,70,5.644
2016,12,TRUE,100,6.7838
2016,12,FALSE,200,8.3588
2016,12,FALSE,300,8.6749
2016,12,FALSE,400,8.9913
2016,12,FALSE,500,9.5658
2016,12,FALSE,600,9.5576
2016,12,FALSE,700,9.5589
2016,12,FALSE,800,9.5662
2016,12,FALSE,900,9.5718
2016,12,FALSE,1000,9.5763
2016,12,FALSE,1500,9.6231
2016,12,FALSE,3000,9.745
2016,12,FALSE,5000,9.7937
2017,2,TRUE,50,4.7985
2017,2,TRUE,70,6.0493
2017,2,TRUE,100,7.2862
2017,2,FALSE,200,9.0042
2017,2,FALSE,300,9.3203
2017,2,FALSE,400,9.6367
2017,2,FALSE,500,10.2111
2017,2,FALSE,600,10.203
2017,2,FALSE,700,10.2043
2017,2,FALSE,800,10.2116
2017,2,FALSE,900,10.2172
2017,2,FALSE,1000,10.2217
2017,2,FALSE,1500,10.2685
2017,2,FALSE,3000,10.3904
2017,2,FALSE,5000,10.4391
2017,3,TRUE,50,5.0954
2017,3,TRUE,70,6.4495
2017,3,TRUE,100,7.7897
2017,3,FALSE,200,9.6665
2017,3,FALSE,300,9.9827
2017,3,FALSE,400,10.299
2017,3,FALSE,500,10.8735
2017,3,FALSE,600,10.8653
2017,3,FALSE,700,10.8666
2017,3,FALSE,800,10.8739
2017,3,FALSE,900,10.8795
2017,3,FALSE,1000,10.884
2017,3,FALSE,1500,10.9309
2017,3,FALSE,3000,11.0527
2017,3,FALSE,5000,11.1015
2017,4,TRUE,50,5.2178
2017,4,TRUE,70,6.5973
2017,4,TRUE,100,7.9629
2017,4,FALSE,200,9.8927
2017,4,FALSE,300,10.2088
2017,4,FALSE,400,10.5252
2017,4,FALSE,500,11.0996
2017,4,FALSE,600,11.0915
2017,4,FALSE,700,11.0928
2017,4,FALSE,800,11.1001
2017,4,FALSE,900,11.1057
2017,4,FALSE,1000,11.1102
2017,4,FALSE,1500,11.157
2017,4,FALSE,3000,11.2789
2017,4,FALSE,5000,11.3276
2017,5,TRUE,50,5.0916
2017,5,TRUE,70,6.4342
2017,5,TRUE,100,7.7628
2017,5,FALSE,200,9.6021
2017,5,FALSE,300,9.9182
2017,5,FALSE,400,10.2346
2017,5,FALSE,500,10.809
2017,5,FALSE,600,10.8009
2017,5,FALSE,700,10.8022
2017,5,FALSE,800,10.8094
2017,5,FALSE,900,10.8151
2017,5,FALSE,1000,10.8196
2017,5,FALSE,1500,10.8664
2017,5,FALSE,3000,10.9883
2017,5,FALSE,5000,11.037
2017,6,TRUE,50,4.4534
2017,6,TRUE,70,5.5689
2017,6,TRUE,100,6.6705
2017,6,FALSE,200,8.175
2017,6,FALSE,300,8.4911
2017,6,FALSE,400,8.8075
2017,6,FALSE,500,9.3819
2017,6,FALSE,600,9.3738
2017,6,FALSE,700,9.3751
2017,6,FALSE,800,9.3824
2017,6,FALSE,900,9.388
2017,6,FALSE,1000,9.3925
2017,6,FALSE,1500,9.4393
2017,6,FALSE,3000,9.5612
2017,6,FALSE,5000,9.6099
2017,8,TRUE,50,4.5763
2017,8,TRUE,70,5.7197
2017,8,TRUE,100,6.8492
2017,8,FALSE,200,8.3849
2017,8,FALSE,300,8.7011
2017,8,FALSE,400,9.0174
2017,8,FALSE,500,9.5919
2017,8,FALSE,600,9.5837
2017,8,FALSE,700,9.585
2017,8,FALSE,800,9.5923
2017,8,FALSE,900,9.5979
2017,8,FALSE,1000,9.6024
2017,8,FALSE,1500,9.6493
2017,8,FALSE,3000,9.7711
2017,8,FALSE,5000,9.8199
2017,9,TRUE,50,4.9848
2017,9,TRUE,70,6.2583
2017,9,TRUE,100,7.5178
2017,9,FALSE,200,9.2491
2017,9,FALSE,300,9.5652
2017,9,FALSE,400,9.8816
2017,9,FALSE,500,10.4561
2017,9,FALSE,600,10.4479
2017,9,FALSE,700,10.4492
2017,9,FALSE,800,10.4565
2017,9,FALSE,900,10.4621
2017,9,FALSE,1000,10.4666
2017,9,FALSE,1500,10.5135
2017,9,FALSE,3000,10.6353
2017,9,FALSE,5000,10.684
2017,10,TRUE,50,5.0024
2017,10,TRUE,70,6.2813
2017,10,TRUE,100,7.5462
2017,10,FALSE,200,9.2836
2017,10,FALSE,300,9.5998
2017,10,FALSE,400,9.9162
2017,10,FALSE,500,10.4906
2017,10,FALSE,600,10.4824
2017,10,FALSE,700,10.4838
2017,10,FALSE,800,10.491
2017,10,FALSE,900,10.4966
2017,10,FALSE,1000,10.5011
2017,10,FALSE,1500,10.548
2017,10,FALSE,3000,10.6698
2017,10,FALSE,5000,10.7186
2017,11,TRUE,50,5.1685
2017,11,TRUE,70,6.4976
2017,11,TRUE,100,7.8129
2017,11,FALSE,200,9.6272
2017,11,FALSE,300,9.9434
2017,11,FALSE,400,10.2598
2017,11,FALSE,500,10.8342
2017,11,FALSE,600,10.826
2017,11,FALSE,700,10.8274
2017,11,FALSE,800,10.8346
2017,11,FALSE,900,10.8402
2017,11,FALSE,1000,10.8447
2017,11,FALSE,1500,10.8916
2017,11,FALSE,3000,11.0134
2017,11,FALSE,5000,11.0622
2017,12,TRUE,50,4.9821
2017,12,TRUE,70,6.2523
2017,12,TRUE,100,7.5084
2017,12,FALSE,200,9.2487
2017,12,FALSE,300,9.5649
2017,12,FALSE,400,9.8813
2017,12,FALSE,500,10.4557
2017,12,FALSE,600,10.4475
2017,12,FALSE,700,10.4489
2017,12,FALSE,800,10.4561
2017,12,FALSE,900,10.4617
2017,12,FALSE,1000,10.4662
2017,12,FALSE,1500,10.5131
2017,12,FALSE,3000,10.6349
2017,12,FALSE,5000,10.6837
2018,1,TRUE,50,4.7031
2018,1,TRUE,70,5.8973
2018,1,TRUE,100,7.0775
2018,1,FALSE,200,8.7227
2018,1,FALSE,300,9.0388
2018,1,FALSE,400,9.3552
2018,1,FALSE,500,9.9297
2018,1,FALSE,600,9.9215
2018,1,FALSE,700,9.9228
2018,1,FALSE,800,9.9301
2018,1,FALSE,900,9.9357
2018,1,FALSE,1000,9.9402
2018,1,FALSE,1500,9.987
2018,1,FALSE,3000,10.1089
2018,1,FALSE,5000,10.1576
2018,2,TRUE,50,5.1151
2018,2,TRUE,70,6.4092
2018,2,TRUE,100,7.6893
2018,2,FALSE,200,9.4727
2018,2,FALSE,300,9.7888
2018,2,FALSE,400,10.1052
2018,2,FALSE,500,10.6797
2018,2,FALSE,600,10.6715
2018,2,FALSE,700,10.6728
2018,2,FALSE,800,10.6801
2018,2,FALSE,900,10.6857
2018,2,FALSE,1000,10.6902
2018,2,FALSE,1500,10.737
2018,2,FALSE,3000,10.8589
2018,2,FALSE,5000,10.9076
2018,3,TRUE,50,5.536
2018,3,TRUE,70,6.9575
2018,3,TRUE,100,8.365
2018,3,FALSE,200,10.3227
2018,3,FALSE,300,10.6388
2018,3,FALSE,400,10.9552
2018,3,FALSE,500,11.5297
2018,3,FALSE,600,11.5215
2018,3,FALSE,700,11.5228
2018,3,FALSE,800,11.5301
2018,3,FALSE,900,11.5357
2018,3,FALSE,1000,11.5402
2018,3,FALSE,1500,11.587
2018,3,FALSE,3000,11.7089
2018,3,FALSE,5000,11.7576
2018,4,TRUE,50,5.6412
2018,4,TRUE,70,7.0947
2018,4,TRUE,100,8.5342
2018,4,FALSE,200,10.5477
2018,4,FALSE,300,10.8638
2018,4,FALSE,400,11.1802
2018,4,FALSE,500,11.7547
2018,4,FALSE,600,11.7465
2018,4,FALSE,700,11.7478
2018,4,FALSE,800,11.7551
2018,4,FALSE,900,11.7607
2018,4,FALSE,1000,11.7652
2018,4,FALSE,1500,11.8121
2018,4,FALSE,3000,11.9339
2018,4,FALSE,5000,11.9826
2018,5,TRUE,50,5.3778
2018,5,TRUE,70,6.753
2018,5,TRUE,100,8.1142
2018,5,FALSE,200,10.0041
2018,5,FALSE,300,10.3202
2018,5,FALSE,400,10.6366
2018,5,FALSE,500,11.2111
2018,5,FALSE,600,11.2029
2018,5,FALSE,700,11.2042
2018,5,FALSE,800,11.2115
2018,5,FALSE,900,11.2171
2018,5,FALSE,1000,11.2216
2018,5,FALSE,1500,11.2685
2018,5,FALSE,3000,11.3903
2018,5,FALSE,5000,11.4391
2018,6,TRUE,50,5.3734
2018,6,TRUE,70,6.7192
2018,6,TRUE,100,8.051
2018,6,FALSE,200,9.8789
2018,6,FALSE,300,10.195
2018,6,FALSE,400,10.5114
2018,6,FALSE,500,11.0859
2018,6,FALSE,600,11.0777
2018,6,FALSE,700,11.079
2018,6,FALSE,800,11.0863
2018,6,FALSE,900,11.0919
2018,6,FALSE,1000,11.0964
2018,6,FALSE,1500,11.1433
2018,6,FALSE,3000,11.2651
2018,6,FALSE,5000,11.3138
2018,7,TRUE,50,5.5295
2018,7,TRUE,70,6.9236
2018,7,TRUE,100,8.3038
2018,7,FALSE,200,10.1925
2018,7,FALSE,300,10.5086
2018,7,FALSE,400,10.825
2018,7,FALSE,500,11.3995
2018,7,FALSE,600,11.3913
2018,7,FALSE,700,11.3926
2018,7,FALSE,800,11.3999
2018,7,FALSE,900,11.4055
2018,7,FALSE,1000,11.41
2018,7,FALSE,1500,11.4569
2018,7,FALSE,3000,11.5787
2018,7,FALSE,5000,11.6274
2018,8,TRUE,50,5.5368
2018,8,TRUE,70,6.9305
2018,8,TRUE,100,8.3102
2018,8,FALSE,200,10.219
2018,8,FALSE,300,10.5351
2018,8,FALSE,400,10.8515
2018,8,FALSE,500,11.4259
2018,8,FALSE,600,11.4178
2018,8,FALSE,700,11.4191
2018,8,FALSE,800,11.4263
2018,8,FALSE,900,11.432
2018,8,FALSE,1000,11.4365
2018,8,FALSE,1500,11.4833
2018,8,FALSE,3000,11.6052
2018,8,FALSE,5000,11.6539
2018,9,TRUE,50,5.4578
2018,9,TRUE,70,6.8316
2018,9,TRUE,100,8.1914
2018,9,FALSE,200,10.0732
2018,9,FALSE,300,10.3893
2018,9,FALSE,400,10.7057
2018,9,FALSE,500,11.2801
2018,9,FALSE,600,11.272
2018,9,FALSE,700,11.2733
2018,9,FALSE,800,11.2805
2018,9,FALSE,900,11.2862
2018,9,FALSE,1000,11.2907
2018,9,FALSE,1500,11.3375
2018,9,FALSE,3000,11.4594
2018,9,FALSE,5000,11.5081
2018,10,TRUE,50,5.407
2018,10,TRUE,70,6.7681
2018,10,TRUE,100,8.1154
2018,10,FALSE,200,9.9766
2018,10,FALSE,300,10.2927
2018,10,FALSE,400,10.6091
2018,10,FALSE,500,11.1836
2018,10,FALSE,600,11.1754
2018,10,FALSE,700,11.1767
2018,10,FALSE,800,11.184
2018,10,FALSE,900,11.1896
2018,10,FALSE,1000,11.1941
2018,10,FALSE,1500,11.241
2018,10,FALSE,3000,11.3628
2018,10,FALSE,5000,11.4115
2018,11,TRUE,50,5.4662
2018,11,TRUE,70,6.8441
2018,11,TRUE,100,8.2081
2018,11,FALSE,200,10.0901
2018,11,FALSE,300,10.4062
2018,11,FALSE,400,10.7226
2018,11,FALSE,500,11.297
2018,11,FALSE,600,11.2889
2018,11,FALSE,700,11.2902
2018,11,FALSE,800,11.2975
2018,11,FALSE,900,11.3031
2018,11,FALSE,1000,11.3076
2018,11,FALSE,1500,11.3544
2018,11,FALSE,3000,11.4763
2018,11,FALSE,5000,11.525
2018,12,TRUE,50,5.5118
2018,12,TRUE,70,6.9027
2018,12,TRUE,100,8.2796
2018,12,FALSE,200,10.1803
2018,12,FALSE,300,10.4964
2018,12,FALSE,400,10.8128
2018,12,FALSE,500,11.3872
2018,12,FALSE,600,11.3791
2018,12,FALSE,700,11.3804
2018,12,FALSE,800,11.3876
2018,12,FALSE,900,11.3932
2018,12,FALSE,1000,11.3977
2018,12,FALSE,1500,11.4446
2018,12,FALSE,3000,11.5664
2018,12,FALSE,5000,11.6152
2019,1,TRUE,50,5.339
2019,1,TRUE,70,6.675
2019,1,TRUE,100,7.9971
2019,1,FALSE,200,9.8385
2019,1,FALSE,300,10.1546
2019,1,FALSE,400,10.471
2019,1,FALSE,500,11.0454
2019,1,FALSE,600,11.0373
2019,1,FALSE,700,11.0386
2019,1,FALSE,800,11.0458
2019,1,FALSE,900,11.0515
2019,1,FALSE,1000,11.056
2019,1,FALSE,1500,11.1028
2019,1,FALSE,3000,11.2247
2019,1,FALSE,5000,11.2734
2019,2,TRUE,50,5.3108
2019,2,TRUE,70,6.8224
2019,2,TRUE,100,8.32
2019,2,FALSE,200,10.4067
2019,2,FALSE,300,10.7228
2019,2,FALSE,400,11.0392
2019,2,FALSE,500,11.6136
2019,2,FALSE,600,11.6055
2019,2,FALSE,700,11.6068
2019,2,FALSE,800,11.614
2019,2,FALSE,900,11.6197
2019,2,FALSE,1000,11.6242
2019,2,FALSE,1500,11.671
2019,2,FALSE,3000,11.7929
2019,2,FALSE,5000,11.8416
2019,3,TRUE,50,5.5528
2019,3,TRUE,70,7.0133
2019,3,TRUE,100,8.4598
2019,3,FALSE,200,10.4961
2019,3,FALSE,300,10.8122
2019,3,FALSE,400,11.1286
2019,3,FALSE,500,11.7031
2019,3,FALSE,600,11.6949
2019,3,FALSE,700,11.6962
2019,3,FALSE,800,11.7035
2019,3,FALSE,900,11.7091
2019,3,FALSE,1000,11.7136
2019,3,FALSE,1500,11.7604
2019,3,FALSE,3000,11.8823
2019,3,FALSE,5000,11.931
2019,4,TRUE,50,5.577
2019,4,TRUE,70,7.049
2019,4,TRUE,100,8.507
2019,4,FALSE,200,10.5594
2019,4,FALSE,300,10.8755
2019,4,FALSE,400,11.1919
2019,4,FALSE,500,11.7663
2019,4,FALSE,600,11.7582
2019,4,FALSE,700,11.7595
2019,4,FALSE,800,11.7668
2019,4,FALSE,900,11.7724
2019,4,FALSE,1000,11.7769
2019,4,FALSE,1500,11.8237
2019,4,FALSE,3000,11.9456
2019,4,FALSE,5000,11.9943
2019,5,TRUE,50,5.452
2019,5,TRUE,70,6.8939
2019,5,TRUE,100,8.3217
2019,5,FALSE,200,10.2866
2019,5,FALSE,300,10.6027
2019,5,FALSE,400,10.9192
2019,5,FALSE,500,11.4936
2019,5,FALSE,600,11.4854
2019,5,FALSE,700,11.4867
2019,5,FALSE,800,11.494
2019,5,FALSE,900,11.4996
