Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),51.70,72.55,68.5
Gasoline (RON95),50.70,72.24,58.25
Gasoline (RON91),49.60,65.35,59.55
Diesel,46.90,63.24,55.15
Diesel Plus,53.15,69.60,66.54
Kerosene,70.04,80.89,72.51
