Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),59.10,81.25,75.55
Gasoline (RON95),56.60,79.25,65.55
Gasoline (RON91),56.30,73.25,66.65
Diesel,54.00,66.95,58.3
Diesel Plus,59.35,83.61,69.04
Kerosene,72.44,83.83,74.06
