Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),53.20,74.05,65.63
Gasoline (RON95),51.70,73.74,58.9
Gasoline (RON91),50.60,66.85,60.15
Diesel,48.75,65.34,57.25
Diesel Plus,55.25,71.70,65.7
Kerosene,71.24,82.09,72.25
