Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),59.05,80.53,71.56
Gasoline (RON95),55.90,78.35,70.25
Gasoline (RON91),55.60,72.35,63.05
Diesel,53.77,67.40,61.0
Diesel Plus,59.65,83.46,61.15
Kerosene,72.49,83.84,74.11
