Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),51.80,87.02,65.71
Gasoline (RON95),50.70,72.14,58.15
Gasoline (RON91),49.60,66.95,52.0
Diesel,46.90,62.10,51.6
Diesel Plus,53.60,69.49,54.6
Kerosene,69.04,79.89,71.66
