Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),56.10,85.52,72.75
Gasoline (RON95),53.00,73.79,65.4
Gasoline (RON91),52.00,69.15,63.35
Diesel,49.00,63.20,54.5
Diesel Plus,54.55,72.24,68.2
Kerosene,69.49,80.85,70.51
