Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),52.90,84.32,68.54
Gasoline (RON95),51.00,72.45,57.35
Gasoline (RON91),50.00,66.65,58.6
Diesel,46.74,61.50,53.5
Diesel Plus,53.10,70.40,64.15
Kerosene,68.27,78.79,68.94
