Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),56.50,85.72,72.83
Gasoline (RON95),56.00,80.70,66.9
Gasoline (RON91),55.50,76.55,62.3
Diesel,51.49,66.70,58.8
Diesel Plus,57.50,80.00,59.75
Kerosene,70.96,83.01,72.0
