Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),55.40,84.52,71.63
Gasoline (RON95),54.40,79.50,69.1
Gasoline (RON91),53.90,73.85,60.0
Diesel,50.94,66.75,56.7
Diesel Plus,57.00,78.20,67.75
Kerosene,71.09,81.09,72.11
