Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),54.20,85.87,70.09
Gasoline (RON95),52.80,74.00,61.75
Gasoline (RON91),51.80,68.20,60.3
Diesel,48.00,62.80,54.1
Diesel Plus,54.40,71.70,64.55
Kerosene,69.34,83.70,70.36
