Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),59.80,88.88,76.25
Gasoline (RON95),55.90,79.95,66.25
Gasoline (RON91),55.60,73.95,67.35
Diesel,54.35,67.90,60.8
Diesel Plus,60.30,84.56,70.85
Kerosene,73.25,83.88,75.16
