Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),62.25,87.77,74.85
Gasoline (RON95),58.65,82.76,65.65
Gasoline (RON91),57.85,77.10,65.65
Diesel,53.52,68.55,61.1
Diesel Plus,59.15,81.85,69.55
Kerosene,73.44,85.19,75.06
