Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),54.80,77.40,71.25
Gasoline (RON95),53.40,76.25,65.70
Gasoline (RON91),52.90,75.25,62.50
Diesel,50.49,66.60,60.10
Diesel Plus,57.35,78.91,67.25
Kerosene,70.74,82.03,#N/A
