Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),56.10,79.00,69.35
Gasoline (RON95),54.70,77.85,67.3
Gasoline (RON91),54.00,76.85,65.4
Diesel,52.20,68.45,61.95
Diesel Plus,56.95,80.76,58.45
Kerosene,71.64,83.03,73.26
