Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),61.25,87.77,79.8
Gasoline (RON95),59.00,83.15,73.95
Gasoline (RON91),58.00,77.50,69.0
Diesel,54.30,69.50,62.05
Diesel Plus,60.70,82.80,70.5
Kerosene,74.29,86.04,75.91
