Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),53.30,77.70,71.55
Gasoline (RON95),52.30,76.55,66.0
Gasoline (RON91),51.90,75.55,64.1
Diesel,51.00,67.50,61.0
Diesel Plus,57.00,79.81,68.15
Kerosene,71.64,83.03,73.26
