Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),53.85,74.50,69.58
Gasoline (RON95),51.35,74.42,59.6
Gasoline (RON91),50.75,69.25,57.6
Diesel,49.00,65.79,53.9
Diesel Plus,51.07,70.00,66.84
Kerosene,61.98,80.94,71.12
