Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),56.25,87.72,73.9
Gasoline (RON95),55.00,82.70,68.35
Gasoline (RON91),54.00,77.05,64.5
Diesel,52.00,70.90,58.15
Diesel Plus,59.20,82.35,71.65
Kerosene,73.38,84.39,75.41
