Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),53.85,75.00,67.63
Gasoline (RON95),51.75,74.92,58.6
Gasoline (RON91),51.15,69.75,57.3
Diesel,49.00,67.24,55.35
Diesel Plus,54.50,71.90,68.29
Kerosene,70.29,81.69,71.85
