Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),56.40,87.97,64.0
Gasoline (RON95),55.00,76.24,61.25
Gasoline (RON91),54.00,71.60,63.1
Diesel,51.00,65.10,59.75
Diesel Plus,56.70,74.10,70.1
Kerosene,71.89,83.25,72.9
