Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),58.90,81.80,75.65
Gasoline (RON95),56.60,79.80,70.1
Gasoline (RON91),56.30,71.55,64.35
Diesel,52.90,66.00,60.0
Diesel Plus,58.25,82.06,59.75
Kerosene,72.09,83.48,73.71
