Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),60.65,87.72,79.35
Gasoline (RON95),58.00,82.70,66.8
Gasoline (RON91),57.00,77.05,65.1
Diesel,51.99,67.20,61.05
Diesel Plus,58.30,80.51,70.38
Kerosene,71.24,83.01,72.86
