Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),58.9,81.55,75.16
Gasoline (RON95),56.2,79.55,70.98
Gasoline (RON91),55.9,73.75,64.07
Diesel,52.75,66.55,60.91
Diesel Plus,59.35,83.21,63.78
Kerosene,72.09,83.43,#N/A
